user_id,name,email,phone,address,signup_date,last_login,loyalty_points,membership_status,preferred_payment_method,record_type,product_id,category,price,cost,stock_quantity,rating,discount,order_id,order_date,status,payment_method,shipping_address,total_amount,quantity,review_id,review_text,review_date
438.0,,,,,,,,,,order,,,,,,,,902.0,2022-09-04,delivered,Google Pay,"311 Tiffany Springs Apt. 309, Crawfordborough, PA 59203",1354.3999999999999,,,,
541.0,,,,,,,,,,order,,,,,,,,903.0,2024-01-10,delivered,PayPal,"8955 Lisa Pike, Janiceland, PW 22889",902.17,,,,
22.0,,,,,,,,,,order,,,,,,,,904.0,2024-11-28,delivered,Apple Pay,"7546 Cindy Village, West Brendan, MN 84363",680.61,,,,
833.0,,,,,,,,,,order,,,,,,,,905.0,2024-10-03,delivered,Credit Card,"PSC 5951, Box 4295, APO AA 37867",1712.29,,,,
797.0,,,,,,,,,,order,,,,,,,,906.0,2025-05-16,delivered,PayPal,"8770 Donna Manors Apt. 394, Brandishire, TX 37076",2731.16,,,,
560.0,,,,,,,,,,order,,,,,,,,907.0,2023-08-27,delivered,Apple Pay,"91479 Susan Fort Suite 728, New Michael, CO 96893",973.6500000000001,,,,
517.0,,,,,,,,,,order,,,,,,,,908.0,2024-07-15,delivered,Google Pay,"698 Smith Harbors Suite 056, Vincentshire, WY 30559",2705.31,,,,
762.0,,,,,,,,,,order,,,,,,,,909.0,2024-11-07,delivered,Apple Pay,"9831 Kathleen Greens, New Gail, IA 49401",730.49,,,,
675.0,,,,,,,,,,order,,,,,,,,910.0,2025-06-24,shipped,Google Pay,"1527 Carr Village, Kevinberg, AL 19473",1280.97,,,,
503.0,,,,,,,,,,order,,,,,,,,911.0,2024-08-13,delivered,PayPal,"Unit 6409 Box 9414, DPO AA 46579",3121.9300000000003,,,,
714.0,,,,,,,,,,order,,,,,,,,912.0,2023-03-05,delivered,Credit Card,"USS Paul, FPO AP 92176",267.63,,,,
467.0,,,,,,,,,,order,,,,,,,,913.0,2025-01-29,returned,PayPal,"29771 Malik Lodge, Lake Brenda, TX 61803",1190.6100000000001,,,,
101.0,,,,,,,,,,order,,,,,,,,914.0,2024-12-01,delivered,PayPal,"34686 Grace Forge, South Alexanderside, MO 59306",1195.67,,,,
583.0,,,,,,,,,,order,,,,,,,,915.0,2025-08-16,delivered,Apple Pay,"1685 Mcdonald River Suite 232, Tammystad, OH 02814",5184.99,,,,
942.0,,,,,,,,,,order,,,,,,,,916.0,2024-11-05,delivered,Apple Pay,"0718 Shelly Rapid Apt. 361, New Daniel, ID 64986",172.28,,,,
675.0,,,,,,,,,,order,,,,,,,,917.0,2025-07-31,shipped,Google Pay,"1527 Carr Village, Kevinberg, AL 19473",1095.64,,,,
685.0,,,,,,,,,,order,,,,,,,,918.0,2025-07-12,delivered,PayPal,"3180 Burns Locks Apt. 101, New Carriemouth, LA 53847",2525.85,,,,
141.0,,,,,,,,,,order,,,,,,,,919.0,2023-06-05,delivered,Apple Pay,"550 Chase Mill Suite 358, Lake David, NJ 22320",3171.33,,,,
138.0,,,,,,,,,,order,,,,,,,,920.0,2025-08-01,shipped,PayPal,"Unit 3203 Box 1978, DPO AP 82145",1513.25,,,,
578.0,,,,,,,,,,order,,,,,,,,921.0,2025-05-18,delivered,Google Pay,"974 Wallace Keys Suite 590, Smithmouth, ME 95565",1522.05,,,,
710.0,,,,,,,,,,order,,,,,,,,922.0,2024-08-20,delivered,PayPal,"3721 White Stream Suite 603, East Mario, ME 09998",2024.36,,,,
840.0,,,,,,,,,,order,,,,,,,,923.0,2025-01-23,delivered,Apple Pay,"708 Jones Stravenue, South Jessicaville, DE 55095",872.99,,,,
228.0,,,,,,,,,,order,,,,,,,,924.0,2025-07-28,pending,Google Pay,"Unit 6491 Box 2594, DPO AP 64018",4078.45,,,,
281.0,,,,,,,,,,order,,,,,,,,925.0,2024-11-08,delivered,Apple Pay,"984 Jonathan Squares Suite 099, Lisatown, VI 37475",2570.1499999999996,,,,
684.0,,,,,,,,,,order,,,,,,,,926.0,2025-06-21,delivered,PayPal,"9412 Richmond Cliffs, Port Paulbury, GA 56419",1851.3700000000001,,,,
828.0,,,,,,,,,,order,,,,,,,,927.0,2022-09-27,delivered,Credit Card,"77140 Kelly Union Suite 545, Emilychester, AK 01663",2650.4300000000003,,,,
431.0,,,,,,,,,,order,,,,,,,,928.0,2024-09-18,delivered,Apple Pay,"5282 Long Isle Suite 927, West Aaron, AS 05007",1167.5900000000001,,,,
40.0,,,,,,,,,,order,,,,,,,,929.0,2025-04-07,delivered,Google Pay,"04104 Cheryl Place, Port Teresa, LA 96542",1063.79,,,,
519.0,,,,,,,,,,order,,,,,,,,930.0,2025-07-14,delivered,Apple Pay,"Unit 3857 Box 6264, DPO AP 09852",315.13,,,,
686.0,,,,,,,,,,order,,,,,,,,931.0,2023-12-03,shipped,Apple Pay,"3606 Smith Harbors, Robertshaven, MO 61302",1818.99,,,,
663.0,,,,,,,,,,order,,,,,,,,932.0,2024-10-23,delivered,Credit Card,"083 Kayla Rapids, Farleyhaven, WV 78936",998.39,,,,
211.0,,,,,,,,,,order,,,,,,,,933.0,2022-12-11,delivered,Google Pay,"1826 Church Trafficway, Port Linda, NH 12354",4026.64,,,,
302.0,,,,,,,,,,order,,,,,,,,934.0,2023-04-16,delivered,Apple Pay,"2655 Perry Plaza, South Sarahbury, DC 60816",1548.81,,,,
86.0,,,,,,,,,,order,,,,,,,,935.0,2025-03-21,delivered,Apple Pay,"61587 Nicholas Locks Apt. 713, Williamfurt, OK 32658",1367.03,,,,
397.0,,,,,,,,,,order,,,,,,,,936.0,2025-06-24,delivered,Google Pay,"78376 Hudson Junctions Apt. 820, North Kimberlytown, GU 51335",2995.51,,,,
253.0,,,,,,,,,,order,,,,,,,,937.0,2025-01-27,delivered,Apple Pay,"082 Christopher Terrace Apt. 461, Jessicashire, KY 55711",1589.83,,,,
533.0,,,,,,,,,,order,,,,,,,,938.0,2025-02-14,delivered,Google Pay,"4776 William Track, Dixontown, KY 94944",1170.12,,,,
769.0,,,,,,,,,,order,,,,,,,,939.0,2025-09-04,delivered,PayPal,"442 Hernandez Shore Suite 204, South Justinstad, WI 94715",630.29,,,,
891.0,,,,,,,,,,order,,,,,,,,940.0,2024-07-07,shipped,Google Pay,"074 Charlene Harbor Apt. 429, West Christinemouth, VI 85768",390.1,,,,
915.0,,,,,,,,,,order,,,,,,,,941.0,2024-04-30,delivered,PayPal,"82193 Grimes Plain, South Angela, KS 58220",629.9,,,,
381.0,,,,,,,,,,order,,,,,,,,942.0,2025-04-18,delivered,Apple Pay,"2508 Leonard Garden Apt. 423, Williamton, KY 10988",1172.16,,,,
444.0,,,,,,,,,,order,,,,,,,,943.0,2022-03-05,delivered,Google Pay,"7893 Stephanie Dam Suite 651, Millerville, MP 40919",2283.9,,,,
33.0,,,,,,,,,,order,,,,,,,,944.0,2022-11-10,delivered,Credit Card,"94115 Robinson Drive, Leslieshire, MO 30987",2012.78,,,,
260.0,,,,,,,,,,order,,,,,,,,945.0,2025-04-30,shipped,PayPal,"54894 Frost Fork, North Angelaside, DE 94658",1706.51,,,,
234.0,,,,,,,,,,order,,,,,,,,946.0,2024-03-13,pending,Apple Pay,"122 Smith Avenue, West Kennethmouth, MO 19741",520.01,,,,
515.0,,,,,,,,,,order,,,,,,,,947.0,2025-05-01,delivered,Apple Pay,"USCGC Garcia, FPO AA 63472",1807.8899999999999,,,,
859.0,,,,,,,,,,order,,,,,,,,948.0,2024-11-20,delivered,Apple Pay,"96885 Jose Curve Apt. 903, Austinmouth, PW 89228",1755.65,,,,
308.0,,,,,,,,,,order,,,,,,,,949.0,2022-04-03,delivered,PayPal,"706 Espinoza Vista, Port Davidmouth, OR 17796",2794.37,,,,
739.0,,,,,,,,,,order,,,,,,,,950.0,2025-02-13,delivered,PayPal,"9965 Cole Throughway, Lake Tyler, MT 87794",910.66,,,,
796.0,,,,,,,,,,order,,,,,,,,951.0,2024-04-16,delivered,Credit Card,"PSC 4673, Box 3229, APO AE 90912",1529.99,,,,
70.0,,,,,,,,,,order,,,,,,,,952.0,2022-07-26,pending,PayPal,"71594 Gonzalez Highway Apt. 053, Dixontown, IN 26090",1850.07,,,,
454.0,,,,,,,,,,order,,,,,,,,953.0,2023-05-19,delivered,Apple Pay,"73429 Ashley Square, Griffinfort, PW 19097",3165.54,,,,
439.0,,,,,,,,,,order,,,,,,,,954.0,2024-09-09,delivered,Google Pay,"18914 Elizabeth Rest Apt. 765, Port Jessicafurt, AS 64178",2420.4,,,,
825.0,,,,,,,,,,order,,,,,,,,955.0,2024-06-19,delivered,PayPal,"5840 Daniel Trail, Johnnyland, MN 58095",223.61,,,,
364.0,,,,,,,,,,order,,,,,,,,956.0,2024-01-17,shipped,Google Pay,"9626 Richard Glen, Matthewmouth, HI 99809",1470.62,,,,
983.0,,,,,,,,,,order,,,,,,,,957.0,2025-02-04,delivered,Credit Card,"891 Williams Lakes, East Carrie, NC 35532",2190.88,,,,
766.0,,,,,,,,,,order,,,,,,,,958.0,2024-12-08,delivered,Apple Pay,"8502 Nathan Drive, Elizabethshire, NJ 21927",1286.3899999999999,,,,
481.0,,,,,,,,,,order,,,,,,,,959.0,2025-07-02,delivered,Apple Pay,"PSC 7830, Box 5573, APO AA 13404",2300.15,,,,
144.0,,,,,,,,,,order,,,,,,,,960.0,2025-02-27,delivered,Google Pay,"102 Payne Spring Suite 578, North Geoffreyview, TN 38926",2418.99,,,,
24.0,,,,,,,,,,order,,,,,,,,961.0,2023-06-05,delivered,Credit Card,"PSC 2373, Box 3791, APO AE 13572",2079.17,,,,
965.0,,,,,,,,,,order,,,,,,,,962.0,2025-03-29,shipped,Google Pay,"950 Hinton Summit, North Wesleyton, LA 26836",2795.31,,,,
425.0,,,,,,,,,,order,,,,,,,,963.0,2025-01-28,delivered,Apple Pay,"USCGC Fleming, FPO AA 26227",1270.89,,,,
746.0,,,,,,,,,,order,,,,,,,,964.0,2025-08-19,delivered,Credit Card,"21893 Sue Drive Suite 065, South Jessicaville, MH 20662",1610.05,,,,
845.0,,,,,,,,,,order,,,,,,,,965.0,2022-04-26,pending,Credit Card,"1646 Theresa Trafficway Apt. 037, Port Katherineshire, MP 03276",2882.83,,,,
175.0,,,,,,,,,,order,,,,,,,,966.0,2025-04-18,shipped,PayPal,"2962 Lisa Burg, Anneside, SD 30711",2999.92,,,,
844.0,,,,,,,,,,order,,,,,,,,967.0,2024-09-03,shipped,PayPal,"666 Eddie Meadows, Reneeborough, OH 28682",2336.83,,,,
325.0,,,,,,,,,,order,,,,,,,,968.0,2025-08-18,shipped,PayPal,"1746 Hamilton Inlet, Port Lisa, GU 07388",896.56,,,,
869.0,,,,,,,,,,order,,,,,,,,969.0,2025-03-10,delivered,PayPal,"5810 Bell Overpass Apt. 466, Jonathanfort, WY 28472",1567.23,,,,
671.0,,,,,,,,,,order,,,,,,,,970.0,2025-05-20,returned,PayPal,"4662 Steele Knolls Apt. 896, East Matthew, NV 43401",2070.21,,,,
860.0,,,,,,,,,,order,,,,,,,,971.0,2023-09-20,delivered,Credit Card,"315 John Court, Katherinechester, MI 48054",1894.46,,,,
348.0,,,,,,,,,,order,,,,,,,,972.0,2025-01-08,delivered,PayPal,"30737 Noah Mountains, Port Maria, AL 13007",1372.19,,,,
798.0,,,,,,,,,,order,,,,,,,,973.0,2021-05-21,delivered,PayPal,"USCGC Hill, FPO AA 54578",1313.1799999999998,,,,
18.0,,,,,,,,,,order,,,,,,,,974.0,2023-06-01,delivered,Credit Card,"76279 Potter Island Apt. 024, Jasonland, MH 23181",1259.64,,,,
44.0,,,,,,,,,,order,,,,,,,,975.0,2025-02-08,pending,PayPal,"299 Brian Locks Suite 276, Port Jeremy, PR 73352",1060.54,,,,
155.0,,,,,,,,,,order,,,,,,,,976.0,2025-06-03,delivered,Apple Pay,"4148 Thornton Skyway, South Brendan, OK 23144",883.32,,,,
867.0,,,,,,,,,,order,,,,,,,,977.0,2025-05-05,delivered,Credit Card,"048 Foster Stream, Lake Scottberg, MT 41073",3246.35,,,,
922.0,,,,,,,,,,order,,,,,,,,978.0,2025-08-14,shipped,PayPal,"8613 Davis Glens, New Michaelside, AK 72292",639.11,,,,
377.0,,,,,,,,,,order,,,,,,,,979.0,2025-05-16,delivered,Google Pay,"3699 Luis Isle Suite 575, Heiditown, ND 36972",1025.2,,,,
743.0,,,,,,,,,,order,,,,,,,,980.0,2025-01-10,delivered,Credit Card,"85023 Kathy Dam Suite 532, Youngmouth, AS 16082",1494.3600000000001,,,,
883.0,,,,,,,,,,order,,,,,,,,981.0,2024-08-20,delivered,Google Pay,"7588 Cruz Stravenue, Scotttown, MS 52854",1872.42,,,,
828.0,,,,,,,,,,order,,,,,,,,982.0,2024-10-03,shipped,Credit Card,"77140 Kelly Union Suite 545, Emilychester, AK 01663",3999.76,,,,
402.0,,,,,,,,,,order,,,,,,,,983.0,2024-01-03,delivered,Google Pay,"344 Charles Ports Apt. 465, East Dylanborough, LA 65175",924.94,,,,
225.0,,,,,,,,,,order,,,,,,,,984.0,2023-01-05,delivered,Google Pay,"96702 Allen Island, Port Kathy, UT 40915",759.26,,,,
217.0,,,,,,,,,,order,,,,,,,,985.0,2025-04-08,delivered,Google Pay,"USNS Gutierrez, FPO AA 06075",941.95,,,,
568.0,,,,,,,,,,order,,,,,,,,986.0,2022-01-23,delivered,Credit Card,"93582 Mary Locks, Port Benjamin, WV 97023",1221.97,,,,
31.0,,,,,,,,,,order,,,,,,,,987.0,2022-08-14,delivered,Apple Pay,"6329 Gutierrez Grove, South Samantha, NJ 42300",2559.81,,,,
869.0,,,,,,,,,,order,,,,,,,,988.0,2025-01-13,shipped,PayPal,"5810 Bell Overpass Apt. 466, Jonathanfort, WY 28472",1769.9,,,,
59.0,,,,,,,,,,order,,,,,,,,989.0,2021-09-05,delivered,Google Pay,"99530 Hughes Court Suite 937, Ryanshire, AR 66384",517.23,,,,
892.0,,,,,,,,,,order,,,,,,,,990.0,2023-06-11,delivered,Apple Pay,"53847 Mullins Rapids Apt. 953, North Peterport, NM 18717",1142.9,,,,
898.0,,,,,,,,,,order,,,,,,,,991.0,2025-08-25,shipped,Credit Card,"2322 Adam Corner, New Joseph, KS 98040",508.8,,,,
353.0,,,,,,,,,,order,,,,,,,,992.0,2025-09-03,pending,Google Pay,"53910 Stephanie Coves, West Kristen, OK 04110",2138.15,,,,
935.0,,,,,,,,,,order,,,,,,,,993.0,2023-01-31,delivered,Google Pay,"69648 Heather Harbor, South Jeffreyborough, AR 36524",1499.4299999999998,,,,
445.0,,,,,,,,,,order,,,,,,,,994.0,2025-09-04,delivered,Google Pay,"50092 Nelson Squares, New Stacie, OH 64893",1025.75,,,,
235.0,,,,,,,,,,order,,,,,,,,995.0,2024-12-08,shipped,Apple Pay,"3049 Jeff Crest, East Zacharyshire, NM 42627",518.84,,,,
107.0,,,,,,,,,,order,,,,,,,,996.0,2022-06-16,delivered,Credit Card,"2252 Deborah Bridge Apt. 523, Karinaberg, VA 87574",1760.19,,,,
191.0,,,,,,,,,,order,,,,,,,,997.0,2025-01-09,delivered,PayPal,"391 Jo Corner, East Nathan, ID 71115",3073.76,,,,
992.0,,,,,,,,,,order,,,,,,,,998.0,2025-04-10,delivered,Apple Pay,"8551 Douglas Bypass Suite 115, Amyton, WI 41927",107.61,,,,
530.0,,,,,,,,,,order,,,,,,,,999.0,2024-07-27,delivered,PayPal,"823 Bowen Junctions Apt. 856, Johnburgh, PW 26752",2456.02,,,,
913.0,,,,,,,,,,order,,,,,,,,1000.0,2024-09-09,delivered,PayPal,"0473 Tina Street, Port Randy, NH 41087",1372.46,,,,
,,,,,,,,,,order_item,346.0,,,,,,,1.0,,,,,,1.0,,,
,,,,,,,,,,order_item,587.0,,,,,,,1.0,,,,,,2.0,,,
,,,,,,,,,,order_item,220.0,,,,,,,1.0,,,,,,2.0,,,
,,,,,,,,,,order_item,876.0,,,,,,,1.0,,,,,,1.0,,,
,,,,,,,,,,order_item,534.0,,,,,,,2.0,,,,,,1.0,,,
,,,,,,,,,,order_item,401.0,,,,,,,2.0,,,,,,2.0,,,
,,,,,,,,,,order_item,818.0,,,,,,,3.0,,,,,,2.0,,,
,,,,,,,,,,order_item,587.0,,,,,,,3.0,,,,,,1.0,,,
,,,,,,,,,,order_item,27.0,,,,,,,4.0,,,,,,3.0,,,
,,,,,,,,,,order_item,280.0,,,,,,,4.0,,,,,,3.0,,,
,,,,,,,,,,order_item,285.0,,,,,,,4.0,,,,,,3.0,,,
,,,,,,,,,,order_item,535.0,,,,,,,5.0,,,,,,1.0,,,
,,,,,,,,,,order_item,745.0,,,,,,,5.0,,,,,,1.0,,,
,,,,,,,,,,order_item,333.0,,,,,,,6.0,,,,,,1.0,,,
,,,,,,,,,,order_item,819.0,,,,,,,6.0,,,,,,3.0,,,
,,,,,,,,,,order_item,691.0,,,,,,,6.0,,,,,,2.0,,,
,,,,,,,,,,order_item,720.0,,,,,,,6.0,,,,,,1.0,,,
,,,,,,,,,,order_item,366.0,,,,,,,7.0,,,,,,1.0,,,
,,,,,,,,,,order_item,126.0,,,,,,,7.0,,,,,,1.0,,,
,,,,,,,,,,order_item,44.0,,,,,,,8.0,,,,,,3.0,,,
,,,,,,,,,,order_item,666.0,,,,,,,8.0,,,,,,2.0,,,
,,,,,,,,,,order_item,696.0,,,,,,,8.0,,,,,,3.0,,,
,,,,,,,,,,order_item,223.0,,,,,,,9.0,,,,,,3.0,,,
,,,,,,,,,,order_item,935.0,,,,,,,10.0,,,,,,3.0,,,
,,,,,,,,,,order_item,829.0,,,,,,,10.0,,,,,,1.0,,,
,,,,,,,,,,order_item,295.0,,,,,,,10.0,,,,,,3.0,,,
,,,,,,,,,,order_item,937.0,,,,,,,11.0,,,,,,2.0,,,
,,,,,,,,,,order_item,744.0,,,,,,,11.0,,,,,,2.0,,,
,,,,,,,,,,order_item,996.0,,,,,,,11.0,,,,,,2.0,,,
,,,,,,,,,,order_item,580.0,,,,,,,11.0,,,,,,2.0,,,
,,,,,,,,,,order_item,101.0,,,,,,,12.0,,,,,,3.0,,,
,,,,,,,,,,order_item,770.0,,,,,,,12.0,,,,,,2.0,,,
,,,,,,,,,,order_item,819.0,,,,,,,13.0,,,,,,2.0,,,
,,,,,,,,,,order_item,491.0,,,,,,,13.0,,,,,,3.0,,,
,,,,,,,,,,order_item,347.0,,,,,,,13.0,,,,,,3.0,,,
,,,,,,,,,,order_item,971.0,,,,,,,14.0,,,,,,1.0,,,
,,,,,,,,,,order_item,642.0,,,,,,,14.0,,,,,,3.0,,,
,,,,,,,,,,order_item,122.0,,,,,,,15.0,,,,,,3.0,,,
,,,,,,,,,,order_item,329.0,,,,,,,15.0,,,,,,1.0,,,
,,,,,,,,,,order_item,976.0,,,,,,,15.0,,,,,,1.0,,,
,,,,,,,,,,order_item,406.0,,,,,,,15.0,,,,,,3.0,,,
,,,,,,,,,,order_item,90.0,,,,,,,16.0,,,,,,1.0,,,
,,,,,,,,,,order_item,336.0,,,,,,,16.0,,,,,,2.0,,,
,,,,,,,,,,order_item,872.0,,,,,,,16.0,,,,,,3.0,,,
,,,,,,,,,,order_item,558.0,,,,,,,16.0,,,,,,1.0,,,
,,,,,,,,,,order_item,452.0,,,,,,,16.0,,,,,,1.0,,,
,,,,,,,,,,order_item,546.0,,,,,,,16.0,,,,,,1.0,,,
,,,,,,,,,,order_item,813.0,,,,,,,17.0,,,,,,1.0,,,
,,,,,,,,,,order_item,251.0,,,,,,,17.0,,,,,,3.0,,,
,,,,,,,,,,order_item,649.0,,,,,,,17.0,,,,,,1.0,,,
,,,,,,,,,,order_item,839.0,,,,,,,17.0,,,,,,1.0,,,
,,,,,,,,,,order_item,704.0,,,,,,,18.0,,,,,,1.0,,,
,,,,,,,,,,order_item,974.0,,,,,,,18.0,,,,,,2.0,,,
,,,,,,,,,,order_item,786.0,,,,,,,18.0,,,,,,2.0,,,
,,,,,,,,,,order_item,46.0,,,,,,,19.0,,,,,,3.0,,,
,,,,,,,,,,order_item,683.0,,,,,,,19.0,,,,,,3.0,,,
,,,,,,,,,,order_item,535.0,,,,,,,20.0,,,,,,2.0,,,
,,,,,,,,,,order_item,795.0,,,,,,,20.0,,,,,,2.0,,,
,,,,,,,,,,order_item,313.0,,,,,,,20.0,,,,,,1.0,,,
,,,,,,,,,,order_item,386.0,,,,,,,20.0,,,,,,1.0,,,
,,,,,,,,,,order_item,482.0,,,,,,,20.0,,,,,,2.0,,,
,,,,,,,,,,order_item,172.0,,,,,,,21.0,,,,,,3.0,,,
,,,,,,,,,,order_item,554.0,,,,,,,21.0,,,,,,2.0,,,
,,,,,,,,,,order_item,454.0,,,,,,,21.0,,,,,,3.0,,,
,,,,,,,,,,order_item,31.0,,,,,,,21.0,,,,,,2.0,,,
,,,,,,,,,,order_item,893.0,,,,,,,21.0,,,,,,1.0,,,
,,,,,,,,,,order_item,160.0,,,,,,,22.0,,,,,,3.0,,,
,,,,,,,,,,order_item,126.0,,,,,,,22.0,,,,,,1.0,,,
,,,,,,,,,,order_item,759.0,,,,,,,22.0,,,,,,2.0,,,
,,,,,,,,,,order_item,196.0,,,,,,,22.0,,,,,,3.0,,,
,,,,,,,,,,order_item,368.0,,,,,,,22.0,,,,,,3.0,,,
,,,,,,,,,,order_item,112.0,,,,,,,22.0,,,,,,3.0,,,
,,,,,,,,,,order_item,230.0,,,,,,,23.0,,,,,,1.0,,,
,,,,,,,,,,order_item,743.0,,,,,,,23.0,,,,,,2.0,,,
,,,,,,,,,,order_item,138.0,,,,,,,23.0,,,,,,1.0,,,
,,,,,,,,,,order_item,828.0,,,,,,,23.0,,,,,,3.0,,,
,,,,,,,,,,order_item,555.0,,,,,,,23.0,,,,,,1.0,,,
,,,,,,,,,,order_item,13.0,,,,,,,24.0,,,,,,3.0,,,
,,,,,,,,,,order_item,471.0,,,,,,,24.0,,,,,,1.0,,,
,,,,,,,,,,order_item,3.0,,,,,,,24.0,,,,,,2.0,,,
,,,,,,,,,,order_item,26.0,,,,,,,24.0,,,,,,1.0,,,
,,,,,,,,,,order_item,489.0,,,,,,,25.0,,,,,,1.0,,,
,,,,,,,,,,order_item,275.0,,,,,,,25.0,,,,,,1.0,,,
,,,,,,,,,,order_item,645.0,,,,,,,25.0,,,,,,1.0,,,
,,,,,,,,,,order_item,605.0,,,,,,,26.0,,,,,,2.0,,,
,,,,,,,,,,order_item,378.0,,,,,,,26.0,,,,,,3.0,,,
,,,,,,,,,,order_item,752.0,,,,,,,26.0,,,,,,3.0,,,
,,,,,,,,,,order_item,300.0,,,,,,,27.0,,,,,,3.0,,,
,,,,,,,,,,order_item,807.0,,,,,,,27.0,,,,,,2.0,,,
,,,,,,,,,,order_item,264.0,,,,,,,27.0,,,,,,2.0,,,
,,,,,,,,,,order_item,795.0,,,,,,,28.0,,,,,,1.0,,,
,,,,,,,,,,order_item,356.0,,,,,,,28.0,,,,,,2.0,,,
,,,,,,,,,,order_item,702.0,,,,,,,29.0,,,,,,3.0,,,
,,,,,,,,,,order_item,540.0,,,,,,,30.0,,,,,,2.0,,,
,,,,,,,,,,order_item,76.0,,,,,,,30.0,,,,,,3.0,,,
,,,,,,,,,,order_item,258.0,,,,,,,30.0,,,,,,2.0,,,
,,,,,,,,,,order_item,947.0,,,,,,,30.0,,,,,,2.0,,,
,,,,,,,,,,order_item,325.0,,,,,,,30.0,,,,,,3.0,,,
,,,,,,,,,,order_item,710.0,,,,,,,31.0,,,,,,3.0,,,
,,,,,,,,,,order_item,226.0,,,,,,,31.0,,,,,,2.0,,,
,,,,,,,,,,order_item,673.0,,,,,,,32.0,,,,,,2.0,,,
,,,,,,,,,,order_item,660.0,,,,,,,32.0,,,,,,1.0,,,
,,,,,,,,,,order_item,865.0,,,,,,,32.0,,,,,,3.0,,,
,,,,,,,,,,order_item,701.0,,,,,,,33.0,,,,,,1.0,,,
,,,,,,,,,,order_item,606.0,,,,,,,33.0,,,,,,2.0,,,
,,,,,,,,,,order_item,450.0,,,,,,,33.0,,,,,,3.0,,,
,,,,,,,,,,order_item,689.0,,,,,,,33.0,,,,,,2.0,,,
,,,,,,,,,,order_item,814.0,,,,,,,34.0,,,,,,3.0,,,
,,,,,,,,,,order_item,677.0,,,,,,,34.0,,,,,,2.0,,,
,,,,,,,,,,order_item,253.0,,,,,,,35.0,,,,,,1.0,,,
,,,,,,,,,,order_item,919.0,,,,,,,35.0,,,,,,1.0,,,
,,,,,,,,,,order_item,20.0,,,,,,,35.0,,,,,,1.0,,,
,,,,,,,,,,order_item,506.0,,,,,,,36.0,,,,,,3.0,,,
,,,,,,,,,,order_item,635.0,,,,,,,36.0,,,,,,3.0,,,
,,,,,,,,,,order_item,574.0,,,,,,,36.0,,,,,,3.0,,,
,,,,,,,,,,order_item,903.0,,,,,,,37.0,,,,,,1.0,,,
,,,,,,,,,,order_item,401.0,,,,,,,37.0,,,,,,3.0,,,
,,,,,,,,,,order_item,187.0,,,,,,,37.0,,,,,,2.0,,,
,,,,,,,,,,order_item,216.0,,,,,,,37.0,,,,,,3.0,,,
,,,,,,,,,,order_item,67.0,,,,,,,37.0,,,,,,1.0,,,
,,,,,,,,,,order_item,536.0,,,,,,,37.0,,,,,,1.0,,,
,,,,,,,,,,order_item,599.0,,,,,,,37.0,,,,,,2.0,,,
,,,,,,,,,,order_item,366.0,,,,,,,38.0,,,,,,3.0,,,
,,,,,,,,,,order_item,91.0,,,,,,,38.0,,,,,,3.0,,,
,,,,,,,,,,order_item,87.0,,,,,,,38.0,,,,,,2.0,,,
,,,,,,,,,,order_item,386.0,,,,,,,39.0,,,,,,2.0,,,
,,,,,,,,,,order_item,90.0,,,,,,,39.0,,,,,,1.0,,,
,,,,,,,,,,order_item,749.0,,,,,,,39.0,,,,,,3.0,,,
,,,,,,,,,,order_item,155.0,,,,,,,39.0,,,,,,2.0,,,
,,,,,,,,,,order_item,687.0,,,,,,,39.0,,,,,,3.0,,,
,,,,,,,,,,order_item,261.0,,,,,,,40.0,,,,,,2.0,,,
,,,,,,,,,,order_item,826.0,,,,,,,40.0,,,,,,1.0,,,
,,,,,,,,,,order_item,331.0,,,,,,,40.0,,,,,,2.0,,,
,,,,,,,,,,order_item,344.0,,,,,,,40.0,,,,,,2.0,,,
,,,,,,,,,,order_item,389.0,,,,,,,41.0,,,,,,2.0,,,
,,,,,,,,,,order_item,400.0,,,,,,,41.0,,,,,,2.0,,,
,,,,,,,,,,order_item,339.0,,,,,,,41.0,,,,,,2.0,,,
,,,,,,,,,,order_item,215.0,,,,,,,42.0,,,,,,3.0,,,
,,,,,,,,,,order_item,685.0,,,,,,,42.0,,,,,,1.0,,,
,,,,,,,,,,order_item,518.0,,,,,,,43.0,,,,,,1.0,,,
,,,,,,,,,,order_item,832.0,,,,,,,43.0,,,,,,2.0,,,
,,,,,,,,,,order_item,408.0,,,,,,,43.0,,,,,,2.0,,,
,,,,,,,,,,order_item,593.0,,,,,,,43.0,,,,,,3.0,,,
,,,,,,,,,,order_item,729.0,,,,,,,44.0,,,,,,2.0,,,
,,,,,,,,,,order_item,268.0,,,,,,,44.0,,,,,,2.0,,,
,,,,,,,,,,order_item,547.0,,,,,,,44.0,,,,,,3.0,,,
,,,,,,,,,,order_item,210.0,,,,,,,45.0,,,,,,2.0,,,
,,,,,,,,,,order_item,117.0,,,,,,,45.0,,,,,,3.0,,,
,,,,,,,,,,order_item,114.0,,,,,,,45.0,,,,,,1.0,,,
,,,,,,,,,,order_item,316.0,,,,,,,45.0,,,,,,2.0,,,
,,,,,,,,,,order_item,189.0,,,,,,,46.0,,,,,,1.0,,,
,,,,,,,,,,order_item,914.0,,,,,,,47.0,,,,,,2.0,,,
